x_um	field_Hz
2.251989999999999839e+02	1.000000000000000000e+00
2.262179999999999893e+02	1.000000000000000000e+00
2.272369999999999663e+02	1.000000000000000000e+00
2.282559999999999718e+02	1.000000000000000000e+00
2.292749999999999773e+02	1.000000000000000000e+00
2.302939999999999827e+02	1.000000000000000000e+00
2.313129999999999598e+02	1.000000000000000000e+00
2.323319999999999652e+02	1.000000000000000000e+00
2.333509999999999707e+02	1.000000000000000000e+00
2.343699999999999761e+02	1.000000000000000000e+00
2.353889999999999532e+02	1.000000000000000000e+00
2.364079999999999586e+02	1.000000000000000000e+00
2.374269999999999925e+02	1.000000000000000000e+00
2.384459999999999980e+02	1.000000000000000000e+00
2.394649999999999750e+02	1.000000000000000000e+00
2.404839999999999804e+02	1.000000000000000000e+00
2.415029999999999859e+02	1.000000000000000000e+00
2.425219999999999914e+02	1.000000000000000000e+00
2.435409999999999684e+02	1.000000000000000000e+00
2.445600000000000023e+02	1.000000000000000000e+00
2.455790000000000077e+02	1.000000000000000000e+00
2.465980000000000132e+02	1.000000000000000000e+00
2.476169999999999902e+02	1.000000000000000000e+00
2.486359999999999957e+02	1.000000000000000000e+00
2.496550000000000011e+02	1.000000000000000000e+00
2.506739999999999782e+02	1.000000000000000000e+00
2.516929999999999836e+02	1.000000000000000000e+00
2.527119999999999891e+02	1.000000000000000000e+00
2.537309999999999945e+02	1.000000000000000000e+00
2.547499999999999716e+02	1.000000000000000000e+00
2.557689999999999770e+02	1.000000000000000000e+00
2.567879999999999541e+02	1.000000000000000000e+00
2.578069999999999595e+02	1.000000000000000000e+00
2.588259999999999650e+02	1.000000000000000000e+00
2.598449999999999704e+02	1.000000000000000000e+00
2.608639999999999759e+02	1.000000000000000000e+00
2.618829999999999814e+02	1.000000000000000000e+00
2.629019999999999868e+02	1.000000000000000000e+00
2.639209999999999923e+02	1.000000000000000000e+00
2.649399999999999409e+02	1.000000000000000000e+00
2.659589999999999463e+02	1.000000000000000000e+00
2.669779999999999518e+02	1.000000000000000000e+00
2.679969999999999573e+02	1.000000000000000000e+00
2.690159999999999627e+02	1.000000000000000000e+00
2.700349999999999682e+02	1.000000000000000000e+00
2.710539999999999736e+02	1.000000000000000000e+00
2.720729999999999791e+02	1.000000000000000000e+00
2.730919999999999277e+02	1.000000000000000000e+00
2.741109999999999332e+02	1.000000000000000000e+00
2.751299999999999386e+02	1.000000000000000000e+00
2.761489999999999441e+02	1.000000000000000000e+00
2.771679999999999495e+02	1.000000000000000000e+00
2.781870000000000118e+02	1.000000000000000000e+00
2.792060000000000173e+02	1.000000000000000000e+00
2.802250000000000227e+02	1.000000000000000000e+00
2.812439999999999714e+02	1.000000000000000000e+00
2.822629999999999768e+02	1.000000000000000000e+00
2.832819999999999823e+02	1.000000000000000000e+00
2.843009999999999877e+02	1.000000000000000000e+00
2.853199999999999932e+02	1.000000000000000000e+00
2.863389999999999986e+02	1.000000000000000000e+00
2.873580000000000041e+02	1.000000000000000000e+00
2.883769999999999527e+02	1.000000000000000000e+00
2.893959999999999582e+02	1.000000000000000000e+00
2.904149999999999636e+02	1.000000000000000000e+00
2.914339999999999691e+02	1.000000000000000000e+00
2.924529999999999745e+02	1.000000000000000000e+00
2.934719999999999800e+02	1.000000000000000000e+00
2.944909999999999854e+02	1.000000000000000000e+00
2.955099999999999909e+02	1.000000000000000000e+00
2.965289999999999395e+02	1.000000000000000000e+00
2.975479999999999450e+02	1.000000000000000000e+00
2.985669999999999504e+02	1.000000000000000000e+00
2.995859999999999559e+02	1.000000000000000000e+00
3.006049999999999613e+02	1.000000000000000000e+00
3.016239999999999668e+02	1.000000000000000000e+00
3.026429999999999723e+02	1.000000000000000000e+00
3.036619999999999777e+02	1.000000000000000000e+00
3.046809999999999263e+02	1.000000000000000000e+00
3.056999999999999318e+02	1.000000000000000000e+00
3.067189999999999372e+02	1.000000000000000000e+00
3.077379999999999427e+02	1.000000000000000000e+00
3.087569999999999482e+02	1.000000000000000000e+00
3.097760000000000105e+02	1.000000000000000000e+00
3.107950000000000159e+02	1.000000000000000000e+00
3.118140000000000214e+02	1.000000000000000000e+00
3.128329999999999700e+02	1.000000000000000000e+00
3.138519999999999754e+02	1.000000000000000000e+00
3.148709999999999809e+02	1.000000000000000000e+00
3.158899999999999864e+02	1.000000000000000000e+00
