# Interpolated sigmoid center profile
# x (um) vs ARPB_final_set_field (sigmoid center)
# Interpolation type: cubic

904.362500	130.324763
905.867957	130.330061
907.373415	130.332734
908.878872	130.339393
910.384329	130.342743
911.889786	130.340968
913.395244	130.341514
914.900701	130.341795
916.406158	130.343358
917.911616	130.344453
919.417073	130.346421
920.922530	130.347619
922.427987	130.344123
923.933445	130.338012
925.438902	130.335984
926.944359	130.340862
928.449817	130.342856
929.955274	130.340031
931.460731	130.338754
932.966188	130.336741
934.471646	130.336808
935.977103	130.334157
937.482560	130.332750
938.988018	130.332126
940.493475	130.331681
941.998932	130.335516
943.504389	130.330865
945.009847	130.327832
946.515304	130.326500
948.020761	130.330471
949.526219	130.333067
951.031676	130.331402
952.537133	130.333245
954.042590	130.327148
955.548048	130.325463
957.053505	130.330411
958.558962	130.333659
960.064420	130.335373
961.569877	130.334776
963.075334	130.331239
964.580791	130.329331
966.086249	130.327252
967.591706	130.328983
969.097163	130.331438
970.602621	130.332282
972.108078	130.328834
973.613535	130.332896
975.118992	130.334568
976.624450	130.327232
978.129907	130.329005
979.635364	130.325787
981.140822	130.326126
982.646279	130.327626
984.151736	130.335033
985.657193	130.336700
987.162651	130.331936
988.668108	130.328202
990.173565	130.329280
991.679023	130.329528
993.184480	130.328022
994.689937	130.328784
996.195394	130.332612
997.700852	130.332641
999.206309	130.333041
1000.711766	130.328784
1002.217224	130.334809
1003.722681	130.332872
1005.228138	130.333613
1006.733595	130.333767
1008.239053	130.331039
1009.744510	130.330458
1011.249967	130.337022
1012.755425	130.333677
1014.260882	130.330114
1015.766339	130.329032
1017.271796	130.328590
1018.777254	130.319862
1020.282711	130.326143
1021.788168	130.331884
1023.293626	130.334700
1024.799083	130.334017
1026.304540	130.332002
1027.809997	130.328399
1029.315455	130.322220
1030.820912	130.327905
1032.326369	130.332706
1033.831827	130.333684
1035.337284	130.336715
1036.842741	130.337872
1038.348198	130.337276
1039.853656	130.336363
1041.359113	130.335431
1042.864570	130.328988
1044.370028	130.324241
1045.875485	130.327877
1047.380942	130.330148
1048.886399	130.334210
1050.391857	130.335145
1051.897314	130.330585
1053.402771	130.328384
1054.908229	130.321808
1056.413686	130.321304
1057.919143	130.322488
1059.424601	130.325499
1060.930058	130.334728
1062.435515	130.336437
1063.940972	130.340407
1065.446430	130.332874
1066.951887	130.325384
1068.457344	130.322844
1069.962802	130.322819
1071.468259	130.323614
1072.973716	130.323166
1074.479173	130.323949
1075.984631	130.329283
1077.490088	130.325146
1078.995545	130.323959
1080.501003	130.316825
1082.006460	130.322209
1083.511917	130.325430
1085.017374	130.326716
1086.522832	130.324441
1088.028289	130.333399
1089.533746	130.329080
1091.039204	130.329916
1092.544661	130.329781
1094.050118	130.326710
1095.555575	130.330513
1097.061033	130.331247
1098.566490	130.331865
1100.071947	130.330684
1101.577405	130.325111
1103.082862	130.328719
1104.588319	130.327959
1106.093776	130.327543
1107.599234	130.328790
1109.104691	130.332453
1110.610148	130.326845
1112.115606	130.333391
1113.621063	130.336596
1115.126520	130.331999
1116.631977	130.326191
1118.137435	130.326062
1119.642892	130.327646
1121.148349	130.328639
1122.653807	130.327175
1124.159264	130.330098
1125.664721	130.328863
1127.170178	130.326183
1128.675636	130.328282
1130.181093	130.329699
1131.686550	130.329553
1133.192008	130.328418
1134.697465	130.329403
1136.202922	130.324943
1137.708379	130.323750
1139.213837	130.324298
1140.719294	130.331857
1142.224751	130.336265
1143.730209	130.332669
1145.235666	130.329573
1146.741123	130.323722
1148.246580	130.326806
1149.752038	130.327147
1151.257495	130.318158
1152.762952	130.322266
1154.268410	130.315051
1155.773867	130.318600
1157.279324	130.322424
1158.784781	130.325873
1160.290239	130.326888
1161.795696	130.325859
1163.301153	130.327162
1164.806611	130.325888
1166.312068	130.326573
1167.817525	130.324882
1169.322982	130.318142
1170.828440	130.319499
1172.333897	130.321357
1173.839354	130.324358
1175.344812	130.324422
1176.850269	130.322451
1178.355726	130.322775
1179.861183	130.324535
1181.366641	130.324832
1182.872098	130.325494
1184.377555	130.328487
1185.883013	130.323679
1187.388470	130.317149
1188.893927	130.311498
1190.399384	130.312422
1191.904842	130.314243
1193.410299	130.317839
1194.915756	130.324474
1196.421214	130.332215
1197.926671	130.339714
1199.432128	130.345862
1200.937585	130.350994
1202.443043	130.352866
1203.948500	130.345867
