sample_idx,rel_param_dist,mae_counts_per_shot,rmse_counts_per_shot,flip_rate,total_shift_vs_baseline,total_defects,corrected_total,rejected_total,param__gaussian_sigma,param__derivative_threshold,param__derivative_threshold_pos,param__derivative_threshold_neg,param__peak_step_filter_enabled,param__peak_step_filter_window_px,param__peak_step_filter_min_abs_delta_m,param__min_same_sign_peak_distance_um,param__zero_crossing_min_distance_um,param__defect_position_hist_half_window_um
124,0.12317413516872822,0.48,0.8944271909999159,0.32,-12,415,27,25,0.344724833994627,0.0,0.05537767641207371,-0.04372257278815416,True,4,0.10887133193357455,7.570988754134475,3.2562807576573087,4.0
237,0.18810805086615406,0.48,0.8944271909999159,0.32,-2,425,67,62,0.2925428425842455,0.0,0.0708522000895994,-0.028131803264868596,True,4,0.10339836861621235,9.452706280925682,2.8811588154665215,4.0
167,0.1913900876984649,0.52,1.0,0.28,-13,414,32,55,0.2853804820246414,0.0,0.0566694653900173,-0.036752593840090615,True,5,0.0958177340378743,8.787123513537468,1.9556782314673584,4.0
65,0.16642846088307842,0.52,0.9591663046625439,0.32,3,430,24,42,0.3724893901161139,0.0,0.043904608791381805,-0.042450938444894185,True,4,0.10697741625609102,5.680958474788371,2.713645230030905,4.0
126,0.17252169771653675,0.52,0.9591663046625439,0.32,5,432,21,89,0.22981913171492116,0.0,0.040436527875064784,-0.033272004863670795,True,5,0.09822247937829383,6.063284996623661,3.0557805349717433,4.0
8,0.12974050113342706,0.52,0.916515138991168,0.36,-7,420,37,54,0.3049586046648375,0.0,0.06101607233031094,-0.03383065279449997,True,3,0.11463489357893455,6.90749245155717,3.4282907070667066,4.0
40,0.10975018997194388,0.52,0.916515138991168,0.36,-13,414,41,37,0.3025451529246229,0.0,0.06358046071504601,-0.03866018175010747,True,4,0.10440850378315497,5.682188612036786,3.3228871936332283,4.0
142,0.1554112315693115,0.52,0.916515138991168,0.36,-11,416,28,54,0.34988258144693685,0.0,0.05648670464610223,-0.035433651030289254,True,3,0.12303013678322589,6.388431674787765,2.604668666091971,4.0
277,0.19026500113347952,0.52,0.916515138991168,0.36,9,436,23,77,0.353987135851934,0.0,0.04445927119073179,-0.02888758578032175,True,3,0.11451905903576187,6.896288460134414,2.20631903402588,4.0
274,0.19163030250803623,0.52,0.7745966692414834,0.48,7,434,21,66,0.35069215378757507,0.0,0.04150845188196453,-0.03766029502667158,True,3,0.11964830523776056,7.6682314028630145,3.6863035961668285,4.0
106,0.1607948446992315,0.56,1.019803902718557,0.32,4,431,31,70,0.29821782160589944,0.0,0.048146952163662826,-0.03284899457238387,True,5,0.09566231993535333,8.052753698790767,2.1803492121485375,4.0
180,0.09265721783405094,0.56,1.019803902718557,0.32,14,441,34,45,0.33757896666996784,0.0,0.055453767343542106,-0.029153353305986823,True,4,0.09281578206526311,7.044201094837352,3.317953160860021,4.0
53,0.21410732322626724,0.56,0.9797958971132712,0.36,-14,413,27,18,0.2227548056721523,0.0,0.05541445385834098,-0.04567696028474707,True,3,0.12115724680467584,5.797877491132846,2.528274898585087,4.0
270,0.21866378803864636,0.56,0.9797958971132712,0.36,12,439,26,49,0.38691885355255984,0.0,0.04704848366658396,-0.03395440882695718,True,5,0.07581895028177721,5.271303013541565,3.650384666494006,4.0
273,0.16927527938087084,0.56,0.938083151964686,0.4,4,431,26,60,0.23538517432513986,0.0,0.05136611926990448,-0.030548904114718174,True,3,0.10610444285462939,7.155254999768726,3.776137633920591,4.0
32,0.20602066507528508,0.56,0.8944271909999159,0.44,6,433,26,63,0.35906307435861584,0.0,0.045815888909312,-0.034921933244318436,True,4,0.11828721369193243,5.038712931911682,1.9672098082601148,4.0
27,0.17161978143040196,0.6,1.0770329614269007,0.32,-15,412,25,58,0.40246151719012185,0.0,0.05020197348702699,-0.036886680566731056,True,5,0.09932646975606922,6.408858080552201,2.7101936627310015,4.0
261,0.17737317262522007,0.6,1.1489125293076057,0.36,11,438,24,58,0.2218857361977579,0.0,0.045889598789483343,-0.03492496160909819,True,3,0.11252401007928042,7.836224775073969,2.4588999644557594,4.0
43,0.1262577034904488,0.6,1.0,0.4,9,436,20,55,0.30554292998469074,0.0,0.045308547429293265,-0.0333435914397661,True,4,0.09649762853842525,8.877579957007935,3.2075188705435056,4.0
94,0.1071369685594174,0.6,1.0,0.4,5,432,51,29,0.27869285815266215,0.0,0.06464094005921578,-0.037484505143909184,True,4,0.08867525391193684,6.979204590221911,3.490246292759954,4.0
197,0.17475994249046198,0.6,1.0,0.4,-13,414,57,42,0.365205569552203,0.0,0.06908903261573501,-0.03713297444098023,True,5,0.08868501262687867,6.286351962006941,3.321919992764978,4.0
206,0.19588092927133147,0.6,1.0770329614269007,0.44,7,434,19,55,0.40256253589789315,0.0,0.044040501683347846,-0.03369765931675755,True,3,0.10573548332579726,8.351925250522164,3.2602680690057575,4.0
57,0.25686907324226466,0.64,1.2,0.32,-16,411,28,69,0.20593900470964707,0.0,0.05144382585146291,-0.03097483696956668,True,4,0.11358350976309822,10.99517187006067,3.1330231037325804,4.0
283,0.16988086514065168,0.64,1.3266499161421599,0.32,14,441,36,49,0.34146862235800163,0.0,0.05324508300940417,-0.031134270610098855,True,5,0.07608148668253305,5.525027886430353,3.224175449790769,4.0
177,0.13703222268025703,0.64,1.0954451150103321,0.36,-12,415,34,45,0.3093439704339949,0.0,0.05862592804949627,-0.03911173007379502,True,5,0.08846707834337145,5.664203330603554,3.031635083121908,4.0
175,0.20927131576703545,0.64,1.019803902718557,0.44,8,435,27,93,0.2554336799433845,0.0,0.03831338734088232,-0.03474972535013519,True,3,0.12359397299550084,7.9682277990230075,2.295829893873925,4.0
42,0.24178930751937022,0.64,0.9797958971132712,0.48,0,427,26,30,0.413671410175115,0.0,0.050596788613491914,-0.04021571627312957,True,3,0.1078676917722548,4.150373193675104,3.154064352925798,4.0
139,0.2754049725720486,0.64,1.019803902718557,0.48,-4,423,23,22,0.4680984500692807,0.0,0.05287235768373472,-0.039988179768769075,True,3,0.10244947310133418,7.1444178268790015,4.088440906212055,4.0
128,0.15365272468988567,0.68,1.1832159566199232,0.36,1,428,23,46,0.27085693469738326,0.0,0.0472835644095212,-0.040307080947355634,True,5,0.0794835693012963,6.353709019446778,2.982291700618192,4.0
285,0.17885646828647633,0.68,1.1832159566199232,0.36,-17,410,30,27,0.3755148760040293,0.0,0.05815209340038407,-0.042848008955001016,True,4,0.10022136607478863,8.89099844237552,3.5533462767622166,4.0
171,0.15919600711846313,0.68,1.2489995996796797,0.36,15,442,35,50,0.3534218244149636,0.0,0.05119621112016895,-0.032328228286640684,True,5,0.07862880032127223,6.930917322281162,2.508758361306133,4.0
278,0.3020873992430308,0.68,1.1489125293076057,0.4,11,438,31,33,0.4501554042152082,0.0,0.04710698522753318,-0.03659329155790754,True,2,0.10407879491725987,9.2829146989992,2.7386867620378488,4.0
210,0.17478142871988528,0.68,1.2165525060596438,0.4,15,442,24,77,0.27847634526874154,0.0,0.04466624668894758,-0.027613336670517834,True,3,0.10694439756270079,7.440651927993645,2.2802197379376,4.0
41,0.23968574419067784,0.68,1.0770329614269007,0.44,-5,422,18,73,0.38162121136001304,0.0,0.04375229363280535,-0.03414363843882239,True,5,0.09985294250982711,5.370822373242245,4.233404930794022,4.0
203,0.2051950368237467,0.68,1.1135528725660044,0.44,15,442,22,96,0.3122865062713501,0.0,0.034533573404131185,-0.030546695707628285,True,4,0.10450886073943462,9.551568342636505,3.1774085584815923,4.0
110,0.16915069462075533,0.72,1.296148139681572,0.36,12,439,52,45,0.3300491985747611,0.0,0.06218885971009755,-0.03291457415869113,True,5,0.07131265676846492,7.534444163489756,2.586577460934037,4.0
61,0.15266087642146267,0.72,1.1661903789690602,0.4,18,445,21,72,0.3739637098111686,0.0,0.04026043947725459,-0.030392766870260123,True,4,0.10356890652203098,7.571029884819394,2.7820759637881247,4.0
97,0.20226591356984266,0.72,1.2649110640673518,0.4,-6,421,35,14,0.2968225017685864,0.0,0.05700047608193125,-0.044572840957933034,True,3,0.099395568012617,9.391283354476414,2.472626250723909,4.0
83,0.12529979732348606,0.72,1.131370849898476,0.44,16,443,20,73,0.28118833626042783,0.0,0.03785579207317707,-0.03558127093554952,True,4,0.10306572133176528,6.782225618287895,2.75591313506663,4.0
247,0.15541425748767318,0.72,1.131370849898476,0.44,-14,413,33,88,0.2973191124534679,0.0,0.056047322725938854,-0.02836691023797883,True,5,0.11388800096559881,5.451963818076781,2.865102269382657,4.0
251,0.21059952506256274,0.72,1.131370849898476,0.44,8,435,40,42,0.43390980071847496,0.0,0.05836654690813407,-0.0311187883939103,True,3,0.09867839864491729,5.802690808661991,3.170976333596752,4.0
271,0.3081171109017501,0.72,1.131370849898476,0.44,-18,409,31,60,0.49536171116428873,0.0,0.05573930787935319,-0.031189191070631072,True,4,0.11730146286562489,10.035839345710551,3.306328901055595,4.0
280,0.22178301969489797,0.72,1.131370849898476,0.44,8,435,112,27,0.3073322618981506,0.0,0.08234370854478275,-0.037352216834472825,True,4,0.08493979610663713,8.107874490140581,2.3685456222135812,4.0
101,0.15076885310665578,0.72,1.0954451150103321,0.48,-10,417,34,73,0.3480623773732369,0.0,0.05763609260412452,-0.029642621532245346,True,5,0.10146798258195994,6.5250891204228765,3.60304331818384,4.0
297,0.1796705648367346,0.72,1.0954451150103321,0.48,-16,411,26,46,0.27895711995715144,0.0,0.05442693262174036,-0.04133504571319659,True,3,0.12853976642382778,5.6043034831024805,2.7993310847582933,4.0
174,0.1358105317093239,0.76,1.4,0.32,19,446,30,35,0.2693927460422947,0.0,0.04869006051313823,-0.036023994535706844,True,4,0.08662613649110402,8.796345831385855,2.5658363558787043,4.0
71,0.20090196324429196,0.76,1.2165525060596438,0.4,11,438,35,18,0.20161972627926333,0.0,0.05441686667955138,-0.042707363558709105,True,4,0.07372049123810728,5.631090016225164,2.585599278909393,4.0
132,0.2967454303918096,0.76,1.3114877048604001,0.4,9,436,24,14,0.3871517853440046,0.0,0.05045352668103472,-0.04143868822063482,True,3,0.08866536834355088,6.7830352261422995,4.932679456219759,4.0
10,0.16026066577987566,0.76,1.2165525060596438,0.44,-1,426,48,16,0.28732654621043,0.0,0.06465792508828344,-0.04301238178923381,True,4,0.07674318805090222,5.9714016127735325,3.414369922879191,4.0
21,0.12024503497789514,0.76,1.2165525060596438,0.44,-19,408,26,80,0.2824554657448163,0.0,0.053439871857946956,-0.029365503743710032,True,4,0.12457245792008496,6.2797599969853986,2.969442444687262,4.0
98,0.15852013831807296,0.76,1.2165525060596438,0.44,-19,408,26,47,0.2879694763415756,0.0,0.05307274167706187,-0.04032288169529853,True,4,0.12325091802623073,5.175941616255634,2.4982456948846616,4.0
130,0.16444283989612243,0.76,1.2806248474865698,0.44,17,444,27,84,0.28798698200603823,0.0,0.03996558945146491,-0.03219678262154516,True,3,0.11731442391057943,7.82311843134266,2.9531214109588397,4.0
48,0.14614951784211636,0.76,1.3711309200802089,0.44,13,440,32,47,0.27517968391530273,0.0,0.05279568797791687,-0.033634821289406154,True,3,0.10221608568757615,5.090153428878111,2.8620341643009737,4.0
150,0.21864660652509038,0.76,1.1489125293076057,0.48,11,438,19,63,0.37607511888179096,0.0,0.036621067164333145,-0.03922957376014892,True,5,0.08131737135484748,8.479451029738945,2.8658798434164705,4.0
155,0.17481562560125777,0.76,1.1832159566199232,0.48,-7,420,80,23,0.32551588624615596,0.0,0.0757304550055842,-0.041595544900366196,True,4,0.08759423844266562,6.484876579661758,3.2734114636302465,4.0
29,0.14937049979852643,0.76,1.1135528725660044,0.52,-9,418,19,64,0.2650177402588292,0.0,0.0428874316994264,-0.04152366265502814,True,4,0.12132338851636247,6.805754261228497,3.3434026870997506,4.0
299,0.20000462360603227,0.76,1.1135528725660044,0.52,17,444,78,60,0.3370239782512214,0.0,0.07225519255831585,-0.02472507032883488,True,3,0.09770733986363449,6.4383725222121,3.3104562056375246,4.0
262,0.2131415271298854,0.8,1.2649110640673518,0.44,12,439,27,45,0.2520520218324598,0.0,0.0466011218835213,-0.03795169920470376,True,5,0.06653220724458152,8.967240580680254,2.72277427243477,4.0
168,0.13199215447533474,0.8,1.2,0.48,-14,413,24,74,0.29998914227796886,0.0,0.04836169095519919,-0.03584487068976874,True,5,0.1045141170404831,5.833075397756953,2.6390591982892566,4.0
79,0.2398828011922561,0.8,1.2328828005937953,0.48,-18,409,27,70,0.2343895223112091,0.0,0.05434778649455043,-0.034757203766966505,True,3,0.12944843202710646,10.16811496045069,2.918922330566644,4.0
209,0.22624309345267393,0.8,1.2328828005937953,0.48,10,437,19,20,0.2157943603567185,0.0,0.04866722144980271,-0.041248638722418705,True,3,0.09575716207385115,6.556851682549076,4.22257963556481,4.0
263,0.18810365211561725,0.8,1.296148139681572,0.48,-18,409,48,52,0.3232617316354666,0.0,0.06623470797154811,-0.03722620868405229,True,3,0.12343554011892398,7.1906524548975135,3.8364214184431216,4.0
39,0.16502532290403676,0.8,1.1661903789690602,0.52,-14,413,25,59,0.23178782806614145,0.0,0.046432851211031974,-0.042899425873160826,True,5,0.103202751103086,7.067522522618494,2.9680938068894447,4.0
186,0.22719572908768526,0.8,1.1661903789690602,0.52,-14,413,28,50,0.24662346181372685,0.0,0.0547974838596629,-0.04106965931992269,True,2,0.12189688761365763,6.888441444923944,2.8885499165510806,4.0
1,0.23978351088570068,0.8,1.2,0.52,-2,425,25,65,0.40287640544905,0.0,0.05033677945986901,-0.03130139231680621,True,2,0.11029279431053113,7.517905315486112,3.0639199895544293,4.0
252,0.17136221985742517,0.8,1.131370849898476,0.56,-8,419,24,77,0.3642794472546966,0.0,0.04729966496011161,-0.033677776579233445,True,3,0.12554062535514574,6.323121580700004,3.1175043355043544,4.0
5,0.235664299851689,0.84,1.3711309200802089,0.44,11,438,61,47,0.25109673969332463,0.0,0.06657272355619247,-0.03026499668858613,True,2,0.09935167664486289,8.354398131528175,2.6695027046355815,4.0
64,0.3307046420268726,0.84,1.3711309200802089,0.44,-21,406,26,9,0.5242176601739731,0.0,0.053290145393996124,-0.04657686860675964,True,4,0.08785710569001501,7.233177208173855,2.14758035338938,4.0
235,0.26036301372636317,0.84,1.42828568570857,0.44,3,430,64,12,0.4685641728638116,0.0,0.06805855226865741,-0.04001239815567831,True,3,0.09293163429041122,6.873330761248372,3.3563214671364614,4.0
100,0.18150543732186167,0.84,1.4560219778561037,0.44,11,438,31,11,0.3762105402431536,0.0,0.052674969774321276,-0.04263631741215955,True,3,0.08333237722260411,5.900771231182767,3.1253457928779858,4.0
108,0.22576655602110426,0.84,1.3416407864998738,0.48,3,430,29,23,0.28496284711348924,0.0,0.05148954530601358,-0.0435320696266836,True,2,0.11038842536239475,8.005884070352197,2.710051961822395,4.0
6,0.14446953993971048,0.84,1.2165525060596438,0.52,13,440,33,29,0.2927175192192652,0.0,0.056104539710888364,-0.03540414065147416,True,4,0.07826957991725589,7.107412084945787,3.9368344961516413,4.0
239,0.20010965968326,0.84,1.2165525060596438,0.52,-1,426,32,105,0.34899179198387303,0.0,0.05394307267158893,-0.021702314343885525,True,5,0.09987721237869013,5.621246299519317,2.738077375010426,4.0
287,0.32914522195798446,0.84,1.3114877048604001,0.52,3,430,25,9,0.43949801674824635,0.0,0.053958192139782514,-0.04179249828695702,True,2,0.09821136564514225,6.663047416667659,4.5044265263704855,4.0
4,0.27195594410738566,0.88,1.697056274847714,0.4,16,443,26,40,0.1724479304214886,0.0,0.04991734132755287,-0.034695773948807455,True,2,0.10229205264536699,5.154566371830764,2.726616964116629,4.0
250,0.21821525404590328,0.88,1.697056274847714,0.4,16,443,43,56,0.24820173093460374,0.0,0.05814803430061022,-0.02970053551055473,True,2,0.102543494133085,7.600349735251074,2.58312951078048,4.0
30,0.21967636855463712,0.88,1.4142135623730951,0.44,-20,407,45,40,0.3562739461229057,0.0,0.0638761713625179,-0.04131382074298,True,5,0.09129049326666117,9.477350040408936,2.3379948890466182,4.0
46,0.16812374891402787,0.88,1.2649110640673518,0.52,2,429,72,26,0.3036055327692976,0.0,0.07220162101037221,-0.0386819036145688,True,3,0.09883760609611116,6.234084518785297,2.642201817104082,4.0
121,0.20068857859416772,0.88,1.2649110640673518,0.52,6,433,32,71,0.18996912323919887,0.0,0.051454290848904155,-0.026729005075607184,True,5,0.08782858540779204,7.539991855188341,3.193163881923647,4.0
293,0.123842141297012,0.88,1.2649110640673518,0.52,-14,413,29,73,0.3082849542759618,0.0,0.053498910573475035,-0.03330046496548596,True,5,0.10706466693960598,5.852895736082117,2.71306936926187,4.0
296,0.26376454576600683,0.88,1.2649110640673518,0.52,-18,409,28,5,0.4091379437992719,0.0,0.054812569636747216,-0.05107149581931524,True,3,0.08382790388538947,8.042340859061914,2.4552950402134632,4.0
193,0.15075759056673077,0.88,1.296148139681572,0.52,-14,413,21,79,0.27132980298797954,0.0,0.04607069313593259,-0.036274318066330226,True,4,0.12692680891307317,6.353012005462879,2.3908423576193067,4.0
170,0.3445983143839016,0.92,1.6370705543744901,0.4,13,440,62,18,0.5210058397872895,0.0,0.06333479983322542,-0.03642075801422375,True,2,0.09592425017477801,6.281892520695845,2.875162942064927,4.0
249,0.22904993700701423,0.92,1.3711309200802089,0.48,23,450,19,74,0.3803282433249607,0.0,0.03658727569159033,-0.030028209425686896,True,5,0.08130337249732288,5.601460979089743,2.516969487716498,4.0
23,0.1216869123291364,0.92,1.42828568570857,0.48,19,446,35,45,0.257498449457545,0.0,0.05185906955290236,-0.03164266829786877,True,3,0.10015930874546966,6.493857831266831,2.8253378361887735,4.0
68,0.15843326082355355,0.92,1.42828568570857,0.48,1,428,31,15,0.36196182781953967,0.0,0.050102085861997284,-0.04583474208843436,True,4,0.08555866775087294,7.5625659787406825,2.86668321530834,4.0
149,0.21878315298097076,0.92,1.42828568570857,0.48,-5,422,45,53,0.3569348459674282,0.0,0.06279746736895683,-0.03455638377835703,True,2,0.10952954726581454,7.976617394633014,2.9536391928610306,4.0
266,0.25256786298913264,0.92,1.5362291495737217,0.48,9,436,43,52,0.29326276979150806,0.0,0.06180720766934643,-0.03050883058984141,True,2,0.10182254322385405,4.350520509252566,3.4311342646888114,4.0
54,0.11134259485066182,0.92,1.3114877048604001,0.52,-15,412,34,70,0.2685037295586366,0.0,0.057970916207437766,-0.03373014691258942,True,5,0.10438238916669972,7.428010259367137,2.825986681291444,4.0
286,0.15048853668826875,0.92,1.2806248474865698,0.56,-23,404,32,56,0.3512137714004652,0.0,0.060217758664287115,-0.03759736182647205,True,5,0.10477103471636931,7.323522272151472,3.6570295070360728,4.0
144,0.17340780586073817,0.92,1.2489995996796797,0.6,17,444,66,25,0.2354783329386293,0.0,0.06900260901804185,-0.034394884414012346,True,4,0.07710154452444488,6.515366978572169,3.614027403893083,4.0
76,0.23598843892363264,0.96,1.5748015748023623,0.44,10,437,32,11,0.22093899083459856,0.0,0.05159732281271842,-0.04495897285205413,True,4,0.05689777874110835,7.77750430149404,2.4192588747917148,4.0
113,0.2522919484397399,0.96,1.7435595774162693,0.44,14,441,42,69,0.19311797583527587,0.0,0.058497193225409506,-0.026668520541562893,True,2,0.10612771618915612,6.848378575987867,2.8176016400403165,4.0
122,0.21667106764840713,0.96,1.469693845669907,0.48,24,451,39,45,0.4253448932826358,0.0,0.05305851338962199,-0.026558460908068144,True,4,0.08596590934164637,5.824267870764641,2.351485502044265,4.0
211,0.24252970118598513,0.96,1.4966629547095767,0.48,-12,415,37,67,0.3374506424332715,0.0,0.061022411863070926,-0.031173491006737313,True,2,0.11325177373486289,7.848175359635986,2.1001230514141436,4.0
217,0.21981191652005158,0.96,1.4966629547095767,0.48,-24,403,82,22,0.2928915867189475,0.0,0.07785624037023488,-0.044208666478798495,True,4,0.09910656339425801,8.91459709188278,2.566824828355058,4.0
50,0.2769737253204026,0.96,1.5231546211727816,0.48,-12,415,31,69,0.31290435590781013,0.0,0.05497991629442924,-0.029268068778314456,True,2,0.10965664436266542,10.475229341555062,2.849062206027706,4.0
272,0.1769117960972992,0.96,1.469693845669907,0.52,-14,413,28,18,0.22952467431615337,0.0,0.0587983439017538,-0.044833503794816626,True,4,0.0906061413600692,5.996534731129502,3.676281836663659,4.0
99,0.17326922320885804,0.96,1.5231546211727816,0.52,18,445,26,47,0.2595293692652486,0.0,0.04181671690823315,-0.04219384918266921,True,3,0.1103838903904057,7.7256475802387605,2.72787562076039,4.0
16,0.12913625293467976,0.96,1.3266499161421599,0.56,-18,409,25,77,0.24983566825434916,0.0,0.04915720066226285,-0.036318264600962866,True,5,0.11036276951028441,6.757337394245164,2.878951664838555,4.0
260,0.1913066069926348,0.96,1.3564659966250536,0.56,18,445,22,64,0.30663418784970176,0.0,0.03744995400692974,-0.03826405541605782,True,5,0.07528719522475474,6.13334346599734,2.7622406923335583,4.0
85,0.22695816100160224,0.96,1.3856406460551018,0.6,2,429,28,63,0.3096029379649097,0.0,0.05361623293228766,-0.03233955821225794,True,2,0.11168005868428742,5.017791053587411,3.2893926941589458,4.0
18,0.2173537842236872,1.0,1.7776388834631178,0.44,11,438,60,35,0.24839793819367748,0.0,0.06551670790665513,-0.03623560959367392,True,2,0.10180217640805843,6.219593049492254,2.9296715679391525,4.0
157,0.2507549271820357,1.0,1.8,0.44,19,446,27,52,0.2557114758497646,0.0,0.048354446113695264,-0.033645300169773344,True,2,0.10560488770088113,5.256728702014133,2.1146557869312996,4.0
225,0.2219945948836784,1.0,1.4832396974191326,0.52,-21,406,29,71,0.3113645390793484,0.0,0.0529169277963609,-0.035649952201303355,True,6,0.07432987064678319,6.10807308366852,3.2943357200513432,4.0
292,0.12026764058100312,1.0,1.4832396974191326,0.52,17,444,56,38,0.26751696425612254,0.0,0.06365774515523523,-0.03351326193098972,True,3,0.09875681930875203,6.881158509150935,2.9992087448927705,4.0
264,0.25824185269811534,1.0,1.4560219778561037,0.56,-3,424,31,8,0.39453887707628676,0.0,0.054023924954241805,-0.04534977074522415,True,2,0.10334954940769572,7.122713718988338,2.495071920347557,4.0
179,0.18997010114391044,1.0,1.3416407864998738,0.6,5,432,60,51,0.33029651852489855,0.0,0.06640308823190681,-0.032042432216558885,True,5,0.08485125479541733,5.041824526848113,2.4927122864255202,4.0
143,0.25594224923800807,1.04,1.8110770276274832,0.44,18,445,38,4,0.32103811896753626,0.0,0.053164676950246445,-0.04335341837773424,True,2,0.07577342254696746,8.88421536450445,2.6399545941560607,4.0
59,0.18931117895835212,1.04,1.6,0.52,-24,403,47,33,0.3831574780192767,0.0,0.06659372103009006,-0.04254674225092273,True,5,0.09095456461330098,7.758695867182203,2.92179568423567,4.0
288,0.22582745735760723,1.04,1.4142135623730951,0.6,0,427,23,57,0.2802624882069209,0.0,0.04370376123946969,-0.030778403927706262,True,4,0.09385251824081654,10.771982168579346,3.1266541623992348,4.0
44,0.24090556418708156,1.04,1.4966629547095767,0.64,-16,411,55,55,0.2996335919470861,0.0,0.07242472776949595,-0.031671063293172395,True,5,0.09250698220926074,4.867396267492434,4.1059348765975905,4.0
87,0.2510623159443431,1.04,1.296148139681572,0.72,-12,415,27,96,0.3139580201101118,0.0,0.04187778691442389,-0.03855815966866597,True,2,0.1263510803669284,8.566373215650223,3.143660541327077,4.0
116,0.2081538019902456,1.08,1.969771560359221,0.44,25,452,40,36,0.2813818111651772,0.0,0.05591799972873725,-0.03236279236822033,True,2,0.09833831742974675,5.634961568406169,2.783974401927651,4.0
67,0.23423450562802636,1.08,1.8220867158288598,0.48,19,446,59,58,0.29683714304827097,0.0,0.0644732588158447,-0.026577397979476475,True,2,0.10007018764929031,6.146721867882592,2.4674449973624575,4.0
141,0.19685273604252473,1.08,1.7088007490635062,0.56,19,446,31,17,0.3527272994441717,0.0,0.055355202448055946,-0.038213732910001054,True,3,0.09009234058521204,4.568264479017004,3.591669030347143,4.0
244,0.1478845145498437,1.08,1.4560219778561037,0.6,-23,404,21,65,0.35941955585168983,0.0,0.050331685145964006,-0.03751478678757016,True,4,0.12846913649934455,8.000408857450987,3.012740770172424,4.0
291,0.282210749243749,1.08,1.5362291495737217,0.6,11,438,24,23,0.272385085337473,0.0,0.04322383309776469,-0.045683017365313,True,2,0.10546404018297094,8.578425666043639,3.9775921469296804,4.0
56,0.22966745334451058,1.08,1.61245154965971,0.6,15,442,45,64,0.20702434137105352,0.0,0.05897805707321276,-0.024654167357886024,True,5,0.07544194112873774,8.304836031716686,3.4551272965539304,4.0
86,0.12501234053436158,1.08,1.5620499351813308,0.64,23,450,41,15,0.3164770468704548,0.0,0.057878206681121355,-0.037500127318376014,True,3,0.08774556367603724,6.6460197217858585,3.4076535805859773,4.0
