sample_idx,rel_param_dist,mae_counts_per_shot,rmse_counts_per_shot,flip_rate,total_shift_vs_baseline,total_defects,corrected_total,rejected_total,param__gaussian_sigma,param__derivative_threshold,param__derivative_threshold_pos,param__derivative_threshold_neg,param__peak_step_filter_enabled,param__peak_step_filter_window_px,param__peak_step_filter_min_abs_delta_m,param__min_same_sign_peak_distance_um,param__zero_crossing_min_distance_um,param__defect_position_hist_half_window_um
124,0.12317413516872822,0.5185185185185185,0.9428090415820634,0.3333333333333333,-14,435,28,26,0.344724833994627,0.0,0.05537767641207371,-0.04372257278815416,True,4,0.10887133193357455,7.570988754134475,3.2562807576573087,4.0
261,0.17737317262522007,0.5555555555555556,1.1055415967851334,0.3333333333333333,11,460,26,59,0.2218857361977579,0.0,0.045889598789483343,-0.03492496160909819,True,3,0.11252401007928042,7.836224775073969,2.4588999644557594,4.0
40,0.10975018997194388,0.5555555555555556,0.9622504486493763,0.37037037037037035,-15,434,43,38,0.3025451529246229,0.0,0.06358046071504601,-0.03866018175010747,True,4,0.10440850378315497,5.682188612036786,3.3228871936332283,4.0
142,0.1554112315693115,0.5555555555555556,0.9622504486493763,0.37037037037037035,-13,436,29,56,0.34988258144693685,0.0,0.05648670464610223,-0.035433651030289254,True,3,0.12303013678322589,6.388431674787765,2.604668666091971,4.0
270,0.21866378803864636,0.5555555555555556,0.9622504486493763,0.37037037037037035,11,460,28,51,0.38691885355255984,0.0,0.04704848366658396,-0.03395440882695718,True,5,0.07581895028177721,5.271303013541565,3.650384666494006,4.0
277,0.19026500113347952,0.5555555555555556,0.9622504486493763,0.37037037037037035,7,456,24,83,0.353987135851934,0.0,0.04445927119073179,-0.02888758578032175,True,3,0.11451905903576187,6.896288460134414,2.20631903402588,4.0
206,0.19588092927133147,0.5555555555555556,1.0363754503432017,0.4074074074074074,7,456,21,56,0.40256253589789315,0.0,0.044040501683347846,-0.03369765931675755,True,3,0.10573548332579726,8.351925250522164,3.2602680690057575,4.0
274,0.19163030250803623,0.5555555555555556,0.8388704928078611,0.48148148148148145,5,454,22,69,0.35069215378757507,0.0,0.04150845188196453,-0.03766029502667158,True,3,0.11964830523776056,7.6682314028630145,3.6863035961668285,4.0
167,0.1913900876984649,0.5925925925925926,1.1221672153735642,0.2962962962962963,-16,433,33,58,0.2853804820246414,0.0,0.0566694653900173,-0.036752593840090615,True,5,0.0958177340378743,8.787123513537468,1.9556782314673584,4.0
180,0.09265721783405094,0.5925925925925926,1.0540925533894598,0.3333333333333333,16,465,37,48,0.33757896666996784,0.0,0.055453767343542106,-0.029153353305986823,True,4,0.09281578206526311,7.044201094837352,3.317953160860021,4.0
53,0.21410732322626724,0.5925925925925926,1.0183501544346312,0.37037037037037035,-16,433,28,19,0.2227548056721523,0.0,0.05541445385834098,-0.04567696028474707,True,3,0.12115724680467584,5.797877491132846,2.528274898585087,4.0
273,0.16927527938087084,0.5925925925925926,0.9813067629253163,0.4074074074074074,6,455,29,63,0.23538517432513986,0.0,0.05136611926990448,-0.030548904114718174,True,3,0.10610444285462939,7.155254999768726,3.776137633920591,4.0
32,0.20602066507528508,0.5925925925925926,0.9428090415820634,0.4444444444444444,4,453,27,65,0.35906307435861584,0.0,0.045815888909312,-0.034921933244318436,True,4,0.11828721369193243,5.038712931911682,1.9672098082601148,4.0
42,0.24178930751937022,0.5925925925925926,0.9428090415820634,0.4444444444444444,0,449,28,31,0.413671410175115,0.0,0.050596788613491914,-0.04021571627312957,True,3,0.1078676917722548,4.150373193675104,3.154064352925798,4.0
285,0.17885646828647633,0.6296296296296297,1.1385500851066221,0.3333333333333333,-17,432,32,28,0.3755148760040293,0.0,0.05815209340038407,-0.042848008955001016,True,4,0.10022136607478863,8.89099844237552,3.5533462767622166,4.0
177,0.13703222268025703,0.6296296296296297,1.0715167512214394,0.37037037037037035,-13,436,36,47,0.3093439704339949,0.0,0.05862592804949627,-0.03911173007379502,True,5,0.08846707834337145,5.664203330603554,3.031635083121908,4.0
